image no,Energy(x1),Contrast(x2),Correlation(X3),Variance(x4),Inverse difference moment(x5),Sum average(x6),Sum variance(x7),Sum entropy(x8),Entropy (x9),Difference Variance(x10),Difference Entropy(x11),Information measure of correlation-1(x12),Information measure of correlation-2 (x13),Maximal Correlation Coefficient (X14),Label
20422,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20423,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20424,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20425,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20426,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20427,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20428,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20429,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20430,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20431,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20432,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20433,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20434,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20435,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20436,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20437,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20438,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20439,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20440,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20441,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20442,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20443,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20444,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20445,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20446,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20447,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20448,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20449,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20450,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20451,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20452,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20453,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20454,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20455,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20456,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20457,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20458,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20459,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20460,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20461,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20462,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20463,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20464,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20465,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20466,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20467,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20468,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20469,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20470,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20471,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20472,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20473,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20474,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20475,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20476,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20477,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20478,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20479,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20480,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20481,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20482,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20483,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20484,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20485,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20486,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20487,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20488,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20489,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20490,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20491,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20492,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20493,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20494,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20495,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20496,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20497,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20498,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20499,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20500,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20501,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20502,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20503,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20504,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20505,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20506,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20507,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20508,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20509,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20510,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20511,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20512,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20513,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20514,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20515,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20516,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20517,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20518,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20519,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20520,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20521,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20522,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20523,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20524,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20525,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20526,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20527,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20528,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20529,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20530,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20531,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20532,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20533,0.995139533,0.000541126,0.87472885,0.567911255,0.999729437,2.004329004,3.952108843,0.018375656,0.027051594,0.25,0.004611249,-0.785778674,0.291993857,0.87472885,0
20534,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20535,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20536,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20537,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20538,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20539,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20540,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20541,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20542,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20543,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20544,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20545,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20546,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20547,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20548,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20549,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20550,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20551,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20552,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20553,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20554,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20555,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20556,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20557,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20558,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20559,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20560,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20561,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20562,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20563,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20564,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20565,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20566,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20567,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20568,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20569,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20570,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20571,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20572,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20573,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20574,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20575,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20576,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20577,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20578,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20579,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20580,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20581,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20582,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20583,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20584,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20585,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20586,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20587,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20588,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20589,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20590,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20591,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20592,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20593,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20594,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20595,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20596,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20597,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20598,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20599,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20600,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20601,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20602,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20603,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20604,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20605,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20606,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20607,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20608,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20609,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20610,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20611,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20612,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20613,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20614,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20615,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20616,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20617,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20618,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20619,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20620,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20621,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20622,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20623,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20624,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20625,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20626,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20627,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20628,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20629,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20630,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20631,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20632,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20633,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20634,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20635,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20636,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20637,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20638,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20639,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20640,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20641,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20642,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20643,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20644,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20645,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20646,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20647,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20648,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20649,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20650,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20651,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20652,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20653,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20654,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20655,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20656,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20657,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20658,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20659,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20660,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20661,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20662,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20663,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20664,0.996261394,0.000468024,0.856908461,0.566595209,0.999765988,2.003276168,3.960583709,0.014681153,0.021648451,0.25,0.00405625,-0.764342145,0.260153684,0.856908461,0
20665,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20666,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20667,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20668,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20669,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20670,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20671,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20672,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20673,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20674,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20675,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20676,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20677,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20678,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20679,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20680,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20681,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20682,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20683,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20684,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20685,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20686,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20687,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20688,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20689,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20690,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20691,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20692,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20693,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20694,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20695,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20696,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20697,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20698,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20699,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20700,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20701,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20702,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20703,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20704,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20705,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20706,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20707,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20708,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20709,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20710,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20711,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20712,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20713,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20714,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20715,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20716,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20717,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20718,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20719,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20720,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20721,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20722,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20723,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20724,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20725,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20726,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20727,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20728,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20729,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20730,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20731,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20732,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20733,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20734,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20735,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20736,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20737,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20738,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20739,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20740,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20741,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20742,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20743,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20744,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20745,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20746,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20747,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20748,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20749,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20750,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20751,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20752,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20753,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20754,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20755,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20756,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20757,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20758,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20759,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20760,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20761,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20762,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20763,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20764,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20765,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20766,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20767,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20768,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20769,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20770,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20771,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20772,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20773,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20774,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20775,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20776,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20777,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20778,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20779,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20780,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20781,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20782,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20783,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20784,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20785,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20786,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20787,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20788,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20789,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20790,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20791,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20792,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20793,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20794,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20795,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20796,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20797,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20798,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20799,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20800,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20801,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20802,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
